Collecting time,Longitude,Latitude
2025-06-18T00:00:07Z,100.73632,37.2376
2025-06-18T00:10:06Z,100.7364608,37.2375712
2025-06-18T00:20:06Z,100.7363712,37.2376
2025-06-18T00:30:07Z,100.7364288,37.2376928
2025-06-18T00:40:07Z,100.7365952,37.2377056
2025-06-18T00:50:07Z,100.7365632,37.2376352
2025-06-18T01:00:06Z,100.736608,37.2376032
2025-06-18T01:10:07Z,100.736512,37.2375648
2025-06-18T01:20:05Z,100.7371392,37.237424
2025-06-18T01:30:07Z,100.7368704,37.2374016
2025-06-18T01:40:06Z,100.7368576,37.2374848
2025-06-18T01:50:08Z,100.7365504,37.2374752
2025-06-18T02:00:06Z,100.736768,37.2374624
2025-06-18T02:10:05Z,100.7423168,37.2502624
2025-06-18T02:10:26Z,100.7416128,37.254128
2025-06-18T02:10:46Z,100.7393216,37.2577184
2025-06-18T02:11:06Z,100.7357952,37.2611648
2025-06-18T02:11:26Z,100.7319104,37.2647008
2025-06-18T02:11:46Z,100.7272256,37.2670912
2025-06-18T02:12:06Z,100.7235584,37.2697024
2025-06-18T02:12:26Z,100.7224064,37.270224
2025-06-18T02:12:46Z,100.721824,37.2704672
2025-06-18T02:13:06Z,100.7226304,37.270496
2025-06-18T02:13:26Z,100.7215424,37.2720896
2025-06-18T02:13:46Z,100.718272,37.27552
2025-06-18T02:14:06Z,100.7186112,37.278384
2025-06-18T02:14:26Z,100.717536,37.2776608
2025-06-18T02:14:46Z,100.7164736,37.2782336
2025-06-18T02:15:06Z,100.7165376,37.2811712
2025-06-18T02:15:26Z,100.716928,37.2832608
2025-06-18T02:15:46Z,100.7172096,37.2835232
2025-06-18T02:16:06Z,100.7164608,37.2871616
2025-06-18T02:16:26Z,100.7174912,37.2884064
2025-06-18T02:16:46Z,100.71744,37.2907328
2025-06-18T02:17:06Z,100.7168,37.2901536
2025-06-18T02:17:26Z,100.716736,37.2897952
2025-06-18T02:17:46Z,100.716576,37.2900544
2025-06-18T02:18:06Z,100.7168576,37.289632
2025-06-18T02:18:26Z,100.7163264,37.2888256
2025-06-18T02:18:46Z,100.716352,37.2883232
2025-06-18T02:19:06Z,100.7164992,37.2877312
2025-06-18T02:19:26Z,100.7164096,37.2872032
2025-06-18T02:19:46Z,100.7159424,37.2865536
2025-06-18T02:20:06Z,100.7162304,37.286416
2025-06-18T02:20:26Z,100.7168832,37.2865376
2025-06-18T02:20:46Z,100.716832,37.2860992
2025-06-18T02:21:06Z,100.7168448,37.2860832
2025-06-18T02:21:26Z,100.7168704,37.2860864
2025-06-18T02:25:06Z,100.7168192,37.2860864
2025-06-18T02:30:06Z,100.7168256,37.2860864
2025-06-18T02:35:07Z,100.7168448,37.2860832
2025-06-18T02:40:08Z,100.7168704,37.2860768
2025-06-18T02:45:07Z,100.7168448,37.28616
2025-06-18T02:50:06Z,100.7168064,37.286144
2025-06-18T02:55:10Z,100.7171392,37.2860864
2025-06-18T03:00:07Z,100.7171776,37.2861856
2025-06-18T03:10:07Z,100.716672,37.286384
2025-06-18T03:20:08Z,100.7169088,37.2865728
2025-06-18T03:30:07Z,100.7169344,37.2866816
2025-06-18T03:40:08Z,100.7171584,37.2864032
2025-06-18T03:50:06Z,100.7171456,37.2864032
2025-06-18T04:00:07Z,100.7173696,37.2863168
2025-06-18T04:10:11Z,100.7175168,37.2863872
2025-06-18T04:20:08Z,100.7173632,37.2863136
2025-06-18T04:30:10Z,100.717536,37.2862816
2025-06-18T04:40:10Z,100.7173824,37.2859424
2025-06-18T04:50:13Z,100.7176128,37.2860576
2025-06-18T05:00:11Z,100.717184,37.2858624
2025-06-18T05:10:14Z,100.7177408,37.2862016
2025-06-18T05:20:21Z,100.7178368,37.2867168
2025-06-18T05:30:17Z,100.7175616,37.2864288
2025-06-18T05:40:18Z,100.7177024,37.2868384
2025-06-18T05:50:10Z,100.7201024,37.2878656
2025-06-18T05:50:31Z,100.7184192,37.2882528
2025-06-18T05:50:50Z,100.7173184,37.2886432
2025-06-18T05:51:08Z,100.7174016,37.2885728
2025-06-18T05:51:31Z,100.7166912,37.2883808
2025-06-18T05:51:50Z,100.7159488,37.2885184
2025-06-18T05:52:10Z,100.71728,37.2899872
2025-06-18T05:52:31Z,100.7188416,37.2908768
2025-06-18T05:52:45Z,100.7184896,37.290864
2025-06-18T05:53:14Z,100.7180992,37.291968
2025-06-18T05:53:31Z,100.7192384,37.292016
2025-06-18T05:53:54Z,100.7216192,37.2931968
2025-06-18T05:54:13Z,100.7236864,37.2947456
2025-06-18T05:54:30Z,100.7250496,37.2954368
2025-06-18T05:54:54Z,100.7265536,37.2953984
2025-06-18T05:55:09Z,100.726624,37.2955424
2025-06-18T05:55:29Z,100.7267008,37.2953376
2025-06-18T05:55:52Z,100.7276608,37.2972864
2025-06-18T05:56:10Z,100.7285888,37.2981824
2025-06-18T05:56:31Z,100.7280064,37.2976992
